offer_ID|costs|OTW|creation_date|employee_ID|hotel_offer_ID
259|7042|3|1977-02-20 15:16:31|259|259
260|1911|8|2007-03-01 08:16:17|260|260
261|7554|0|1987-07-28 15:53:33|261|261
262|6184|8|1985-12-25 06:42:53|262|262
263|8853|4|2009-02-26 03:46:11|263|263
264|2510|7|2001-10-22 13:54:07|264|264
265|1438|5|1996-12-10 18:53:34|265|265
266|6089|5|2017-05-29 23:46:31|266|266
267|4128|5|1986-07-08 15:47:11|267|267
268|1990|8|1973-06-25 07:53:51|268|268
269|9326|9|2018-06-08 23:55:21|269|269
270|9941|4|2008-09-07 11:17:15|270|270
271|2961|8|1970-08-01 14:00:42|271|271
272|6212|5|2013-11-23 19:14:37|272|272
273|2849|6|1970-04-12 05:32:20|273|273
274|1294|6|2002-01-01 11:22:58|274|274
275|8057|2|1986-02-21 22:25:35|275|275
276|9581|0|2003-10-14 02:51:46|276|276
277|935|1|2009-12-21 13:06:30|277|277
278|998|6|1989-05-13 22:55:06|278|278
279|4552|6|2011-11-19 18:03:00|279|279
280|4272|8|2009-08-19 10:37:09|280|280
281|6779|5|2011-08-18 08:53:12|281|281
282|9459|6|2019-07-17 12:05:50|282|282
283|5672|1|2014-06-21 03:59:36|283|283
284|1932|7|1990-03-23 16:05:18|284|284
285|6355|3|1988-10-30 05:49:00|285|285
286|4241|3|1991-04-11 12:48:40|286|286
287|3779|8|2001-06-23 20:41:09|287|287
288|829|9|2016-07-18 16:32:44|288|288
289|2035|0|2013-09-23 04:03:56|289|289
290|4395|1|2014-11-16 15:48:40|290|290
291|7223|7|1987-03-12 16:15:10|291|291
292|5332|8|1991-01-28 19:20:19|292|292
293|5688|7|1988-11-09 10:50:45|293|293
294|4754|2|1977-07-05 00:02:34|294|294
295|3426|4|1972-12-10 02:40:34|295|295
296|4643|9|2000-10-02 00:32:20|296|296
297|8612|6|1997-06-04 10:05:11|297|297
298|6597|1|2009-07-29 00:23:31|298|298
299|1153|5|1981-08-05 05:32:36|299|299
300|9482|6|2020-08-13 16:19:42|300|300
301|7663|6|1998-12-29 08:41:10|301|301
302|3905|2|1979-03-21 07:44:54|302|302
303|8361|1|1996-03-29 04:10:40|303|303
304|6358|9|2013-07-27 11:42:44|304|304
305|2665|8|1993-05-14 06:06:36|305|305
306|5782|2|1989-05-19 23:19:56|306|306
307|2523|9|2014-07-09 00:49:14|307|307
308|2714|3|1985-10-21 20:14:19|308|308
309|8848|8|1990-04-05 19:49:59|309|309
310|4823|2|2000-10-02 15:30:49|310|310
311|3984|3|1994-02-19 00:49:04|311|311
312|1654|6|2008-08-27 20:05:03|312|312
313|7206|8|1977-06-05 07:41:54|313|313
314|4437|0|2016-11-29 08:47:01|314|314
315|9416|3|1996-08-10 08:06:39|315|315
316|9325|2|1972-02-10 07:47:07|316|316
317|3239|6|2019-12-04 08:52:33|317|317
318|8403|3|1987-08-20 08:27:07|318|318
319|4000|0|1986-12-23 23:59:13|319|319
320|3037|1|1993-03-13 16:22:03|320|320
321|3802|2|2009-06-14 11:49:44|321|321
322|5625|6|2014-05-21 23:53:39|322|322
323|3166|4|2005-01-27 03:38:50|323|323
324|981|7|1984-03-30 03:05:52|324|324
325|2169|4|2011-08-06 01:15:43|325|325
326|3654|2|2005-02-04 09:45:48|326|326
327|4525|2|1992-06-01 00:41:03|327|327
328|4067|9|2012-08-24 01:59:43|328|328
329|8596|7|2013-05-03 12:08:08|329|329
330|9501|8|2018-05-12 00:20:36|330|330
331|2632|6|2008-08-19 01:20:05|331|331
332|1151|4|2020-05-29 23:47:18|332|332
333|6271|8|1973-09-08 21:42:04|333|333
334|5786|5|2001-06-11 14:15:49|334|334
335|6463|9|2011-03-28 11:13:39|335|335
336|5918|8|2017-11-29 01:52:14|336|336
337|2957|4|2008-12-11 15:14:52|337|337
338|5091|8|1999-03-17 15:46:27|338|338
339|2949|0|1994-10-06 03:27:23|339|339
340|6443|0|2004-06-14 16:42:42|340|340
341|6223|3|1991-05-21 02:57:21|341|341
342|1669|8|2000-08-26 17:36:26|342|342
343|3599|9|2004-07-12 01:50:04|343|343
344|3893|9|1985-03-04 21:47:15|344|344
345|1279|9|2015-09-22 22:30:24|345|345
346|3514|8|2003-10-25 00:01:35|346|346
347|3802|5|1992-06-12 20:32:01|347|347
348|9311|6|1998-05-09 15:16:29|348|348
349|5835|7|2015-04-28 08:23:20|349|349
350|1809|0|2007-07-30 02:39:02|350|350
351|7489|8|1974-11-26 15:32:18|351|351
352|1400|5|1995-10-02 14:20:44|352|352
353|7685|1|2002-06-16 16:33:33|353|353
354|2065|9|2005-10-23 22:56:30|354|354
355|6085|2|1991-01-21 22:12:12|355|355
356|6226|5|1984-11-03 10:18:05|356|356
357|3367|8|1990-11-12 03:54:09|357|357
358|6129|2|2016-01-31 15:52:08|358|358
359|2107|4|1972-08-25 22:32:09|359|359
360|4176|6|2003-04-07 07:57:41|360|360
361|4416|4|2017-03-10 03:19:34|361|361
362|7637|7|1984-04-29 09:38:03|362|362
363|5297|5|1973-11-12 12:03:59|363|363
364|7292|1|2000-02-20 06:21:32|364|364
365|8006|2|2014-05-19 09:27:27|365|365
366|2990|3|2015-08-04 01:12:52|366|366
367|6651|6|1976-08-29 08:45:52|367|367
368|3210|6|2016-09-24 05:27:15|368|368
369|2763|7|2001-09-16 18:27:12|369|369
370|2318|0|2001-09-09 19:56:14|370|370
371|5037|6|1996-05-26 00:56:47|371|371
372|2227|3|1976-05-23 09:07:17|372|372
373|6744|5|2016-09-08 15:58:22|373|373
374|8246|9|2013-05-03 06:30:23|374|374
375|4625|3|1983-02-26 15:01:53|375|375
376|7466|3|1991-07-11 18:03:21|376|376
377|4055|8|2014-10-01 11:04:53|377|377
378|4602|8|1971-09-27 19:33:52|378|378
379|3081|9|2013-09-06 23:22:27|379|379
380|9516|5|2012-08-17 16:56:49|380|380
381|4401|2|1970-03-06 23:20:18|381|381
382|2652|0|2003-06-23 23:23:56|382|382
383|5122|3|2004-07-23 22:55:34|383|383
384|3335|7|2006-05-19 14:12:19|384|384
385|3094|7|1984-10-30 05:34:38|385|385
386|2712|0|1996-05-25 09:52:02|386|386
387|3792|0|2009-09-25 02:57:22|387|387
388|6325|2|1980-08-31 08:26:02|388|388
389|8522|9|1980-02-11 18:38:48|389|389
390|7855|7|1982-12-25 01:13:55|390|390
391|3320|9|1983-06-07 16:32:25|391|391
392|1103|0|2018-09-09 18:18:58|392|392
393|2403|0|2018-06-04 21:32:51|393|393
394|7266|1|2004-02-05 15:34:14|394|394
395|6863|6|1991-11-19 02:09:49|395|395
396|3087|1|1989-03-24 02:27:33|396|396
397|4429|2|1970-12-06 08:57:17|397|397
398|1402|2|1986-01-30 04:14:39|398|398
399|1654|5|1982-11-13 20:49:08|399|399
400|7096|5|1997-10-26 18:50:02|400|400
401|8977|8|2009-07-31 19:28:45|401|401
402|9368|4|2010-01-02 13:16:45|402|402
403|1652|2|2011-02-07 20:50:46|403|403
404|2268|0|1993-02-21 10:12:07|404|404
405|2000|6|1978-11-03 13:52:49|405|405
406|5265|6|2007-09-21 20:07:06|406|406
407|5732|6|1992-08-30 12:31:29|407|407
408|1457|1|2016-06-02 03:10:49|408|408
409|8276|9|1972-12-10 04:34:06|409|409
410|9601|3|2019-07-18 16:00:22|410|410
411|1052|5|1982-09-30 01:04:33|411|411
412|5634|7|1985-04-04 17:28:30|412|412
413|4787|8|1975-12-03 08:32:37|413|413
414|4857|5|1979-05-30 02:07:39|414|414
415|8003|0|2016-07-03 10:04:28|415|415
416|8017|2|1996-09-18 19:50:17|416|416
417|3551|3|1991-06-10 21:12:51|417|417
418|7256|7|1983-04-23 20:31:13|418|418
419|7769|2|1980-10-17 13:43:03|419|419
420|6400|0|2001-03-17 14:00:31|420|420
421|8296|1|1986-03-10 20:37:59|421|421
422|5840|1|1991-05-04 15:00:11|422|422
423|2507|0|2017-04-02 07:20:30|423|423
424|5820|6|2015-08-30 02:14:38|424|424
425|6754|1|2018-05-19 09:21:54|425|425
426|1606|7|1992-07-11 09:52:21|426|426
427|7024|3|1978-02-02 19:21:38|427|427
428|4268|7|1989-05-18 08:06:07|428|428
429|8589|7|2012-05-26 11:05:52|429|429
430|8952|7|2000-08-27 23:56:24|430|430
431|6007|7|1980-08-10 07:09:38|431|431
432|2341|3|1987-11-12 00:25:53|432|432
433|7186|7|2010-06-09 19:18:07|433|433
434|9966|2|2016-12-14 08:17:06|434|434
435|7417|2|1973-08-25 23:36:01|435|435
436|1421|5|1982-10-27 01:48:16|436|436
437|5025|7|1979-07-04 02:54:50|437|437
438|6150|7|1978-09-16 10:28:14|438|438
439|1918|1|1986-09-20 02:07:12|439|439
440|8108|6|1988-03-24 03:46:43|440|440
441|1692|6|2002-10-21 22:47:51|441|441
442|9562|6|2003-02-28 21:05:38|442|442
443|7291|5|1975-02-04 01:45:34|443|443
444|3885|6|1989-11-15 04:13:54|444|444
445|2746|3|1998-11-05 14:48:58|445|445
446|6931|3|2011-09-03 15:27:10|446|446
447|4411|0|1992-06-09 17:06:35|447|447
448|9472|6|1972-04-09 15:50:36|448|448
449|9063|2|2009-10-27 05:34:20|449|449
450|8669|8|1986-07-16 10:26:42|450|450
451|3478|6|2018-05-05 02:56:11|451|451
452|7638|7|1994-04-16 15:57:43|452|452
453|3616|9|1991-05-14 14:24:44|453|453
454|903|5|1995-01-20 06:43:01|454|454
455|3063|9|1993-06-15 23:31:49|455|455
456|9107|1|2017-04-14 20:33:10|456|456
457|7089|2|2000-09-21 17:02:09|457|457
458|8241|1|1972-11-07 11:18:23|458|458
459|2936|7|1980-02-16 08:34:57|459|459
460|5231|1|1972-07-02 08:56:49|460|460
461|3240|9|1972-10-14 22:19:11|461|461
462|4429|1|1997-12-22 06:45:30|462|462
463|971|3|1977-09-23 04:54:33|463|463
464|7419|1|2002-01-01 11:06:36|464|464
465|4911|0|1987-02-11 11:32:50|465|465
466|5606|2|1975-01-05 09:42:22|466|466
467|9434|3|1983-03-29 20:29:55|467|467
468|9935|4|1998-06-14 20:22:17|468|468
469|4152|9|1991-01-15 09:57:57|469|469
470|2700|5|1988-01-25 06:23:53|470|470
471|7603|0|1994-07-13 01:30:30|471|471
472|6864|8|2008-05-09 08:58:28|472|472
473|8081|4|1988-08-26 15:52:26|473|473
474|8559|7|2001-12-28 13:54:08|474|474
475|1401|2|1996-08-25 23:10:22|475|475
476|7773|2|1977-07-25 19:46:35|476|476
477|1623|7|1980-11-23 17:46:24|477|477
478|4403|0|1977-05-02 17:25:37|478|478
479|3971|3|2007-07-01 11:38:58|479|479
480|8251|1|2008-05-12 07:09:21|480|480
481|5596|7|1986-12-18 22:13:41|481|481
482|916|5|2015-02-04 19:13:04|482|482
483|6928|2|2010-08-19 03:24:41|483|483
484|9001|4|1976-05-06 14:05:12|484|484
485|5855|8|2013-03-15 17:17:52|485|485
486|7748|2|1980-01-14 12:13:21|486|486
487|6085|1|2002-07-03 00:55:05|487|487
488|3108|3|2016-01-26 22:42:35|488|488
489|1447|5|2019-11-04 08:58:44|489|489
490|7377|5|1970-12-21 15:52:28|490|490
491|6212|7|1998-06-24 06:38:12|491|491
492|4047|9|1992-02-11 02:56:38|492|492
493|8441|1|1972-01-08 07:06:04|493|493
494|7614|9|1999-10-12 14:14:43|494|494
495|6748|3|2020-01-06 02:31:30|495|495
496|4818|5|1997-07-29 19:50:04|496|496
497|8052|4|1977-01-13 05:23:12|497|497
498|6387|9|1980-06-20 06:01:37|498|498
499|1128|4|1981-06-29 00:52:47|499|499
