145|1996-02-13 19:26:09|1996-02-20 19:26:09|889|3|0.02|145
146|1974-06-30 22:17:11|1974-07-28 22:17:11|4676|1|0.55|146
147|1993-03-09 11:54:41|1993-03-23 11:54:41|3276|4|0.25|147
148|1984-03-03 18:53:27|1984-03-06 18:53:27|576|4|0.81|148
149|2017-03-25 22:49:57|2017-04-22 22:49:57|3360|2|0.48|149
100|2011-12-26 04:17:32|2011-12-29 04:17:32|426|2|0.83|100
101|1987-07-24 22:28:07|1987-08-21 22:28:07|3808|1|0.05|101
102|1994-09-25 13:58:46|1994-10-23 13:58:46|6664|3|0.63|102
103|1996-09-06 02:59:42|1996-09-09 02:59:42|432|1|0.39|103
104|1982-06-24 06:22:05|1982-07-22 06:22:05|6272|1|0.59|104
105|2017-08-11 00:22:30|2017-09-08 00:22:30|4228|1|0.85|105
106|2015-04-08 03:41:46|2015-04-15 03:41:46|1113|1|0.59|106
107|1992-06-24 08:18:04|1992-07-22 08:18:04|6580|1|0.48|107
108|1992-02-06 23:32:15|1992-02-20 23:32:15|1708|4|0.34|108
109|2000-11-05 09:52:54|2000-11-12 09:52:54|952|2|0.09|109
110|2003-03-06 01:05:36|2003-03-27 01:05:36|3276|1|0.02|110
111|1972-01-23 05:15:35|1972-01-30 05:15:35|1701|1|0.05|111
112|1974-06-13 15:51:34|1974-06-20 15:51:34|1659|2|0.59|112
113|2002-05-07 11:59:32|2002-05-14 11:59:32|1190|2|0.73|113
114|1977-09-06 19:45:19|1977-09-20 19:45:19|1498|1|0.64|114
115|1993-12-01 02:36:55|1993-12-08 02:36:55|847|1|0.16|115
116|2002-07-28 23:05:21|2002-08-04 23:05:21|1386|4|0.63|116
117|2001-05-22 05:22:42|2001-06-12 05:22:42|2688|2|0.31|117
118|1981-08-16 07:05:20|1981-08-30 07:05:20|3416|4|0.06|118
119|1989-03-17 13:04:42|1989-03-31 13:04:42|2212|4|0.95|119
120|1993-09-21 21:12:33|1993-10-19 21:12:33|3416|1|0.57|120
121|2011-02-18 10:38:36|2011-02-21 10:38:36|657|4|0.43|121
122|2009-02-08 16:56:06|2009-02-11 16:56:06|474|3|0.69|122
123|1978-09-02 09:28:50|1978-09-09 09:28:50|1386|2|0.22|123
124|2004-07-26 03:46:41|2004-08-09 03:46:41|3486|4|0.93|124
125|1977-01-02 09:27:17|1977-01-16 09:27:17|1442|3|0.81|125
126|1997-08-10 09:06:41|1997-08-17 09:06:41|1470|3|0.46|126
127|2018-08-10 08:29:26|2018-09-07 08:29:26|6524|1|0.59|127
128|1977-04-13 00:49:51|1977-04-16 00:49:51|432|2|0.53|128
129|1992-03-05 12:51:52|1992-03-08 12:51:52|465|1|0.89|129
130|2007-11-06 04:18:55|2007-12-04 04:18:55|3920|3|0.94|130
131|2014-03-13 04:51:29|2014-03-27 04:51:29|1918|3|0.70|131
132|1974-10-29 19:48:21|1974-11-12 19:48:21|1666|3|0.78|132
133|1990-07-24 04:28:48|1990-08-07 04:28:48|3010|2|0.55|133
134|2006-04-03 11:06:31|2006-04-24 11:06:31|2793|3|0.52|134
135|2001-05-15 14:12:45|2001-06-05 14:12:45|4578|2|0.84|135
136|1997-04-11 08:20:27|1997-04-14 08:20:27|678|4|0.40|136
137|2010-03-09 20:25:15|2010-03-30 20:25:15|3360|4|0.23|137
138|1998-02-19 03:42:11|1998-03-19 03:42:11|6580|2|0.16|138
139|1986-03-27 19:42:11|1986-04-10 19:42:11|2072|3|0.49|139
140|2012-04-01 22:16:07|2012-04-08 22:16:07|707|3|0.88|140
141|1986-08-01 23:22:40|1986-08-29 23:22:40|5180|1|0.28|141
142|2007-04-16 08:19:16|2007-04-23 08:19:16|1064|1|0.01|142
143|1980-10-27 11:17:46|1980-10-30 11:17:46|504|2|0.93|143
144|2002-10-29 11:41:26|2002-11-01 11:41:26|708|1|0.64|144
145|1996-02-13 19:26:09|1996-02-16 19:26:09|582|1|0.26|145
146|1974-06-30 22:17:11|1974-07-14 22:17:11|3136|1|0.97|146
147|1993-03-09 11:54:41|1993-04-06 11:54:41|3808|4|0.31|147
148|1984-03-03 18:53:27|1984-03-10 18:53:27|1638|3|0.55|148
149|2017-03-25 22:49:57|2017-04-22 22:49:57|4536|3|0.31|149
