127|OVC 746|400|2014-10-29|5|1|Jonathanland, Falkland Islands (Malvinas)|Europe|127|127
128|0MMK442|407|2006-04-07|13|2|South Tiffanyborough, New Caledonia|Asia|128|128
129|FUP 128|783|2017-06-06|9|5|Robinsonville, United States Minor Outlying Islands|Antarctica|129|129
130|41-W011|757|2010-09-18|13|5|Kimberlytown, Ukraine|Africa|130|130
131|EUU-0064|566|1996-06-07|14|7|Rebeccashire, Afghanistan|Europe|131|131
132|766 WYP|328|2019-12-29|18|8|New Jeremiahfurt, Zimbabwe|South America|132|132
133|YPD 985|505|2002-08-14|12|7|Richardland, Haiti|Antarctica|133|133
134|KCO-432|237|2010-02-20|4|2|South Donnaport, Qatar|Africa|134|134
135|571-DUW|459|2012-10-21|9|8|Mossberg, Argentina|Europe|135|135
136|MAX 937|751|2004-07-02|15|7|Port Amberport, Luxembourg|Antarctica|136|136
137|ZOA-050|426|2002-10-07|5|0|South Davidhaven, Kuwait|North America|137|137
138|293R1|531|1992-07-12|6|3|South Desiree, Latvia|Antarctica|138|138
139|B20-20H|635|2001-09-24|15|5|South Cherylshire, Bahrain|Africa|139|139
140|DPT Z93|208|1993-06-03|8|6|South Matthew, Syrian Arab Republic|Antarctica|140|140
141|VMK-1982|417|2002-03-20|14|9|Port Brandon, China|Europe|141|141
142|4CD2625|688|2010-02-07|17|10|South John, Morocco|Australia|142|142
143|962 EDZ|401|1991-10-22|5|4|Millertown, Christmas Island|Europe|143|143
144|946723|675|1996-02-22|12|1|Alexandrachester, Dominican Republic|Asia|144|144
145|KTW 092|392|2015-09-05|13|4|Salazarland, Nigeria|North America|145|145
146|833 LNA|452|1995-04-10|11|3|New Michaelside, Macedonia|Africa|146|146
147|3O YU403|623|1995-02-09|8|5|Lake Megan, United States Minor Outlying Islands|Asia|147|147
148|P00-FFV|738|2013-03-20|11|10|Justinchester, El Salvador|Africa|148|148
149|7TZ0108|345|1997-04-04|9|6|Port Anthony, Malawi|Europe|149|149
